customer_key,customer_id,first_name,last_name,full_name,gender,birthdate,age_range,email,phone,mobile,address_line1,address_line2,city,state,postal_code,country,loyalty_id,loyalty_tier,loyalty_points,member_since,customer_segment,income_range,household_size,opt_in_email,opt_in_sms,opt_in_push,current_flag,effective_from,effective_to,row_created_date,row_updated_date
481,CUST-000481,Sophia,Williams,Sophia Williams,Female,7/28/1959,65+,sophia.williams13@example.com,-3048317,-5166643,"252, MG Road",Near Mall,Dubai,Dubai,0,UAE,LTY-000481,Silver,4582,7/19/2025,Regular,6L-10L,6,1,0,0,1,7/14/2021 0:00,,7/14/2021 9:00,3/16/2022 0:00
482,CUST-000482,Amit,Patel,Amit Patel,Male,11/10/1998,25-34,amit.patel69@example.com,-145678,-151639,"972, Main St",Near Mall,Bhubaneswar,Odisha,751001,India,LTY-000482,Bronze,1075,11/30/2024,VIP,>20L,6,0,1,0,1,11/14/2024 0:00,,11/14/2024 15:00,12/24/2024 0:00
483,CUST-000483,Vikram,Nair,Vikram Nair,Male,2/7/1988,35-44,vikram.nair6@example.com,-145598,-143962,"674, Main St",Block C,Ahmedabad,Gujarat,380001,India,LTY-000483,Silver,1580,12/17/2024,Regular,6L-10L,6,1,0,1,1,10/6/2024 0:00,,10/6/2024 12:00,8/26/2025 0:00
484,CUST-000484,Varun,Agarwal,Varun Agarwal,Male,9/4/1987,35-44,varun.agarwal83@example.com,-173303,-117413,"236, Station Rd",Block C,Ranchi,Jharkhand,834001,India,LTY-000484,Bronze,1724,4/26/2021,Regular,Unknown,1,1,1,0,1,1/5/2022 0:00,,1/5/2022 10:00,3/5/2022 0:00
485,CUST-000485,Arjun,Gupta,Arjun Gupta,Male,10/20/2006,18-24,arjun.gupta56@example.com,-169761,-121675,"513, Station Rd",Near Mall,Lucknow,Uttar Pradesh,226001,India,LTY-000485,Gold,12928,8/19/2023,Occasional,10L-20L,1,1,0,1,1,1/25/2025 0:00,,1/25/2025 7:00,6/15/2025 0:00
486,CUST-000486,Vikram,Gupta,Vikram Gupta,Male,11/8/1995,25-34,vikram.gupta11@example.com,-130616,-111175,"631, Ring Rd",Block A,Ahmedabad,Gujarat,380001,India,LTY-000486,Bronze,984,5/5/2021,Occasional,6L-10L,2,0,1,1,1,5/5/2023 0:00,,5/5/2023 21:00,2/21/2024 0:00
487,CUST-000487,Diya,Patel,Diya Patel,Female,8/30/1972,45-54,diya.patel81@example.com,-157474,-164766,"831, Park St",Opp. Park,Kolkata,West Bengal,700001,India,LTY-000487,Gold,8751,3/1/2021,Occasional,>20L,1,1,1,0,1,7/26/2025 0:00,,7/26/2025 13:00,5/12/2026 0:00
488,CUST-000488,Isha,Patel,Isha Patel,Female,2/1/1990,35-44,isha.patel11@example.com,-85214,-144969,"875, Main St",Block C,Kolkata,West Bengal,700001,India,LTY-000488,Bronze,145,1/3/2022,Regular,3L-6L,5,1,0,1,1,5/20/2022 0:00,,5/20/2022 4:00,8/31/2022 0:00
489,CUST-000489,Emma,Walker,Emma Walker,Female,1/10/1995,25-34,emma.walker59@example.com,-6786,-4940,"707, Park St",Sector 8,Chicago,Illinois,60601,USA,LTY-000489,Silver,2153,3/16/2022,VIP,10L-20L,2,1,1,1,1,3/26/2021 0:00,,3/26/2021 18:00,6/27/2021 0:00
490,CUST-000490,Rohan,Sharma,Rohan Sharma,Male,7/2/1991,25-34,rohan.sharma99@example.com,-189245,-144055,"412, Park St",Sector 1,Coimbatore,Tamil Nadu,641001,India,LTY-000490,Bronze,453,6/12/2022,New,6L-10L,2,0,1,0,1,7/2/2023 0:00,,7/2/2023 10:00,11/27/2023 0:00
1075,CUST-000490,Rohan,Sharma,Rohan Sharma,Male,7/2/1991,25-34,rohan.sharma99@example.com,-189245,-144055,"829, Lake View Rd",Block B,Surat,Gujarat,395003,India,LTY-000490,Platinum,24138,6/12/2022,Regular,6L-10L,2,0,1,0,0,1/1/2021 0:00,2/22/2023 0:00,1/1/2021 21:00,2/22/2023 19:00
491,CUST-000491,Rohan,Reddy,Rohan Reddy,Male,6/10/1970,55-64,rohan.reddy58@example.com,-112344,-130987,"273, Station Rd",Opp. Park,Ahmedabad,Gujarat,380001,India,LTY-000491,Bronze,1406,4/3/2021,VIP,3L-6L,2,0,0,0,1,5/20/2022 0:00,,5/20/2022 7:00,11/11/2022 0:00
492,CUST-000492,Rohan,Shah,Rohan Shah,Male,2/6/1968,55-64,rohan.shah58@example.com,-191696,-181200,"892, Station Rd",Sector 42,Bengaluru,Karnataka,560001,India,LTY-000492,Silver,3366,2/17/2024,VIP,10L-20L,5,1,1,0,1,3/30/2023 0:00,,3/30/2023 0:00,12/15/2023 0:00
493,CUST-000493,Arjun,Kapoor,Arjun Kapoor,Male,2/24/1993,25-34,arjun.kapoor32@example.com,-168387,-143681,"392, Main St",Opp. Park,Jaipur,Rajasthan,302001,India,LTY-000493,Gold,5993,1/17/2023,Occasional,3L-6L,5,0,0,1,1,1/18/2024 0:00,,1/18/2024 17:00,7/15/2024 0:00
494,CUST-000494,Rina,Kapoor,Rina Kapoor,Female,1/31/1957,65+,rina.kapoor12@example.com,-119054,-155711,"695, Main St",Near Mall,Noida,Uttar Pradesh,201301,India,LTY-000494,Bronze,1617,3/15/2023,Regular,3L-6L,4,1,0,1,1,4/19/2021 0:00,,4/19/2021 10:00,12/31/2021 0:00
1166,CUST-000494,Rina,Kapoor,Rina Kapoor,Female,1/31/1957,65+,rina.kapoor12@example.com,-119054,-155711,"771, Hill Rd",Opp. School,Surat,Gujarat,395003,India,LTY-000494,Silver,1239,3/15/2023,VIP,3L-6L,4,1,0,1,0,1/1/2021 0:00,7/30/2020 0:00,1/1/2021 11:00,7/30/2020 8:00
495,CUST-000495,Anita,Khanna,Anita Khanna,Female,6/28/2001,18-24,anita.khanna30@example.com,-140102,-145805,"144, Park St",Near Mall,Mumbai,Maharashtra,400001,India,LTY-000495,Silver,2711,3/29/2024,Regular,3L-6L,6,1,0,1,1,6/28/2024 0:00,,6/28/2024 5:00,6/13/2025 0:00
496,CUST-000496,Diya,Mehta,Diya Mehta,Female,2/15/1972,45-54,diya.mehta96@example.com,-144139,-152425,"13, Park St",Sector 30,Hyderabad,Telangana,500001,India,LTY-000496,Bronze,1427,11/14/2021,Regular,10L-20L,5,0,1,0,1,3/9/2025 0:00,,3/9/2025 11:00,9/14/2025 0:00
497,CUST-000497,Aisha,Kapoor,Aisha Kapoor,Female,3/7/1981,35-44,aisha.kapoor90@example.com,-161939,-108262,"687, Park St",Near Mall,Ranchi,Jharkhand,834001,India,LTY-000497,Silver,2416,8/16/2022,Regular,10L-20L,6,1,0,0,1,5/22/2024 0:00,,5/22/2024 2:00,4/30/2025 0:00
498,CUST-000498,Karan,Khanna,Karan Khanna,Male,11/30/1972,45-54,karan.khanna26@example.com,-103563,-182573,"868, MG Road",Opp. Park,Jaipur,Rajasthan,302001,India,LTY-000498,Silver,4737,6/19/2021,New,10L-20L,2,1,0,0,1,12/6/2022 0:00,,12/6/2022 4:00,2/15/2023 0:00
499,CUST-000499,Nikita,Shah,Nikita Shah,Female,5/28/1979,45-54,nikita.shah50@example.com,-140554,-167237,"797, Main St",Block A,Nagpur,Maharashtra,440001,India,LTY-000499,Bronze,498,4/10/2022,New,3L-6L,4,0,0,0,1,8/28/2021 0:00,,8/28/2021 22:00,1/26/2022 0:00
500,CUST-000500,Ananya,Iyer,Ananya Iyer,Female,5/8/1964,55-64,ananya.iyer31@example.com,-174208,-140969,"209, Station Rd",Opp. Park,Hyderabad,Telangana,500001,India,LTY-000500,Silver,4339,11/21/2023,Regular,10L-20L,1,1,1,0,1,1/8/2023 0:00,,1/8/2023 16:00,6/9/2023 0:00
501,CUST-000501,Vikram,Verma,Vikram Verma,Male,7/9/1966,55-64,vikram.verma62@example.com,-132547,-135560,"551, Main St",Opp. Park,Bhubaneswar,Odisha,751001,India,LTY-000501,Silver,1440,12/3/2024,Regular,<3L,4,1,0,0,1,8/8/2023 0:00,,8/8/2023 15:00,9/26/2023 0:00
502,CUST-000502,Ravi,Agarwal,Ravi Agarwal,Male,8/16/1967,55-64,ravi.agarwal30@example.com,-179670,-99201,"379, Park St",Block C,Bhubaneswar,Odisha,751001,India,LTY-000502,Bronze,1544,4/2/2021,Regular,3L-6L,2,1,0,1,1,6/5/2021 0:00,,6/5/2021 4:00,4/12/2022 0:00
503,CUST-000503,Meera,Rao,Meera Rao,Female,9/10/2006,18-24,meera.rao85@example.com,-113018,-126700,"202, Ring Rd",Opp. Park,Hyderabad,Telangana,500001,India,LTY-000503,Gold,11508,4/14/2021,Occasional,6L-10L,5,0,0,0,1,6/22/2022 0:00,,6/22/2022 8:00,5/7/2023 0:00
504,CUST-000504,Sanjay,Reddy,Sanjay Reddy,Male,1/14/2004,18-24,sanjay.reddy28@example.com,-125301,-100724,"616, Ring Rd",Sector 12,Surat,Gujarat,395003,India,LTY-000504,Bronze,1949,1/1/2021,Regular,10L-20L,5,0,0,1,1,8/24/2022 0:00,,8/24/2022 0:00,4/9/2023 0:00
505,CUST-000505,Sophia,Walker,Sophia Walker,Female,7/5/1964,55-64,sophia.walker6@example.com,-304382,-669449,"524, Station Rd",Sector 7,London,England,SW1A,UK,LTY-000505,Bronze,394,10/7/2023,Regular,>20L,4,0,1,0,1,11/25/2025 0:00,,11/25/2025 17:00,2/15/2026 0:00
506,CUST-000506,Rahul,Gupta,Rahul Gupta,Male,11/17/1997,25-34,rahul.gupta17@example.com,-162319,-105927,"709, Station Rd",Sector 19,Kolkata,West Bengal,700001,India,LTY-000506,Bronze,477,6/28/2023,Regular,<3L,5,0,0,1,1,6/16/2025 0:00,,6/16/2025 18:00,6/9/2026 0:00
507,CUST-000507,Kavya,Rao,Kavya Rao,Female,4/7/2004,18-24,kavya.rao95@example.com,-99308,-171888,"630, Main St",Opp. Park,Ahmedabad,Gujarat,380001,India,LTY-000507,Silver,1480,4/8/2025,Regular,>20L,4,0,0,1,1,9/16/2021 0:00,,9/16/2021 10:00,3/3/2022 0:00
508,CUST-000508,Ananya,Kapoor,Ananya Kapoor,Female,5/16/1987,35-44,ananya.kapoor88@example.com,-170134,-105184,"925, Station Rd",Sector 11,Kolkata,West Bengal,700001,India,LTY-000508,Gold,3255,3/1/2022,Regular,Unknown,2,0,0,1,1,9/16/2023 0:00,,9/16/2023 8:00,7/8/2024 0:00
509,CUST-000509,Raghav,Patel,Raghav Patel,Male,6/3/1993,25-34,raghav.patel84@example.com,-155771,-137368,"376, Ring Rd",Near Mall,Gurgaon,Haryana,122001,India,LTY-000509,Bronze,1273,8/24/2023,Regular,6L-10L,6,1,1,1,1,3/12/2022 0:00,,3/12/2022 12:00,12/5/2022 0:00
510,CUST-000510,Kabir,Patel,Kabir Patel,Male,8/28/1963,55-64,kabir.patel90@example.com,-119761,-149306,"544, MG Road",Opp. Park,Chennai,Tamil Nadu,600001,India,LTY-000510,Platinum,28359,4/17/2025,Regular,3L-6L,6,1,1,0,1,4/6/2021 0:00,,4/6/2021 22:00,9/23/2021 0:00
511,CUST-000511,Sophia,Davis,Sophia Davis,Female,7/19/1988,35-44,sophia.davis94@example.com,-5956,-8843,"467, MG Road",Near Mall,San Francisco,California,94102,USA,LTY-000511,Bronze,1163,12/3/2025,Regular,3L-6L,1,1,1,0,1,10/3/2021 0:00,,10/3/2021 2:00,5/20/2022 0:00
1178,CUST-000511,Sophia,Davis,Sophia Davis,Female,7/19/1988,35-44,sophia.davis94@example.com,-5956,-8843,"725, Temple St",Opp. School,Chicago,Illinois,60601,USA,LTY-000511,Bronze,1637,12/3/2025,Occasional,3L-6L,1,1,1,0,0,1/1/2021 0:00,6/9/2021 0:00,1/1/2021 19:00,6/9/2021 20:00
512,CUST-000512,Ravi,Sharma,Ravi Sharma,Male,10/25/1966,55-64,ravi.sharma27@example.com,-159927,-160516,"633, Park St",Sector 37,Ahmedabad,Gujarat,380001,India,LTY-000512,Silver,4117,9/1/2022,Occasional,Unknown,1,1,0,0,1,2/24/2023 0:00,,2/24/2023 23:00,12/6/2023 0:00
513,CUST-000513,James,Williams,James Williams,Male,11/23/1995,25-34,james.williams33@example.com,-3881,-8765,"536, MG Road",Sector 4,Chicago,Illinois,60601,USA,LTY-000513,Bronze,209,12/4/2025,Regular,6L-10L,5,1,0,0,1,7/8/2023 0:00,,7/8/2023 8:00,10/3/2023 0:00
514,CUST-000514,Isabella,Davis,Isabella Davis,Female,11/13/1956,65+,isabella.davis84@example.com,-9459,-5249,"386, Park St",Near Mall,Seattle,Washington,98101,USA,LTY-000514,Bronze,413,11/29/2024,Occasional,3L-6L,4,1,0,1,1,4/10/2021 0:00,,4/10/2021 6:00,8/16/2021 0:00
515,CUST-000515,Meera,Shah,Meera Shah,Female,10/25/1967,55-64,meera.shah74@example.com,-96078,-129893,"921, MG Road",Opp. Park,Chennai,Tamil Nadu,600001,India,LTY-000515,Gold,5713,4/27/2024,VIP,>20L,6,1,0,1,1,12/14/2023 0:00,,12/15/2023 0:00,10/28/2024 0:00
516,CUST-000516,Karan,Shah,Karan Shah,Male,3/7/1961,55-64,karan.shah9@example.com,-181827,-150486,"19, Main St",Opp. Park,Lucknow,Uttar Pradesh,226001,India,LTY-000516,Bronze,1499,10/13/2025,Regular,3L-6L,3,1,1,0,1,1/21/2024 0:00,,1/21/2024 10:00,1/15/2025 0:00
517,CUST-000517,Ananya,Sharma,Ananya Sharma,Female,4/20/1960,65+,ananya.sharma25@example.com,-124500,-131537,"489, Ring Rd",Sector 8,New Delhi,Delhi,110001,India,LTY-000517,Bronze,271,3/23/2024,Regular,3L-6L,5,0,0,0,1,4/5/2021 0:00,,4/5/2021 15:00,12/18/2021 0:00
518,CUST-000518,Raghav,Iyer,Raghav Iyer,Male,3/9/1959,65+,raghav.iyer68@example.com,-151125,-155797,"57, Station Rd",Block C,Kolkata,West Bengal,700001,India,LTY-000518,Bronze,1684,6/8/2021,Occasional,3L-6L,6,1,1,0,1,10/11/2021 0:00,,10/11/2021 6:00,12/17/2021 0:00
1087,CUST-000518,Raghav,Iyer,Raghav Iyer,Male,3/9/1959,65+,raghav.iyer68@example.com,-151125,-155797,"828, Lake View Rd",Sector 28,Hyderabad,Telangana,500001,India,LTY-000518,Bronze,782,6/8/2021,Regular,3L-6L,6,1,1,0,0,1/1/2021 0:00,4/14/2021 0:00,1/1/2021 17:00,4/14/2021 6:00
519,CUST-000519,Meera,Gupta,Meera Gupta,Female,7/11/2001,18-24,meera.gupta79@example.com,-135401,-142036,"256, Main St",Sector 15,Coimbatore,Tamil Nadu,641001,India,LTY-000519,Silver,2969,4/30/2024,Regular,Unknown,4,1,0,0,1,2/10/2021 0:00,,2/10/2021 3:00,12/21/2021 0:00
520,CUST-000520,Isha,Mehta,Isha Mehta,Female,1/4/1975,45-54,isha.mehta82@example.com,-166741,-134808,"952, Park St",Block C,Ahmedabad,Gujarat,380001,India,LTY-000520,Bronze,759,9/19/2022,Regular,3L-6L,4,1,1,0,1,7/17/2025 0:00,,7/17/2025 10:00,6/1/2026 0:00
521,CUST-000521,Diya,Sharma,Diya Sharma,Female,11/5/1964,55-64,diya.sharma22@example.com,-183525,-110900,"183, MG Road",Block A,Hyderabad,Telangana,500001,India,LTY-000521,Bronze,755,3/20/2023,Regular,Unknown,3,1,1,0,1,7/9/2023 0:00,,7/9/2023 16:00,1/4/2024 0:00
522,CUST-000522,Mia,Smith,Mia Smith,Female,4/13/1992,25-34,mia.smith11@example.com,-12809,-15766,"67, Station Rd",Near Mall,Singapore,Singapore,18956,Singapore,LTY-000522,Gold,7528,10/1/2024,Occasional,>20L,4,1,1,1,1,9/8/2023 0:00,,9/8/2023 19:00,3/5/2024 0:00
523,CUST-000523,Priya,Nair,Priya Nair,Female,7/12/1971,45-54,priya.nair31@example.com,-110448,-171429,"724, Ring Rd",Block A,Ranchi,Jharkhand,834001,India,LTY-000523,Bronze,1224,4/7/2023,Regular,3L-6L,4,1,1,0,1,2/19/2021 0:00,,2/20/2021 0:00,12/1/2021 0:00
524,CUST-000524,Olivia,Hall,Olivia Hall,Female,10/31/1959,65+,olivia.hall47@example.com,-291774,-723301,"149, Ring Rd",Near Mall,London,England,SW1A,UK,LTY-000524,Silver,1883,10/28/2022,Regular,10L-20L,1,1,1,0,1,8/21/2024 0:00,,8/21/2024 10:00,4/20/2025 0:00
525,CUST-000525,Neha,Gupta,Neha Gupta,Female,12/30/1984,35-44,neha.gupta27@example.com,-125895,-148123,"64, Station Rd",Opp. Park,New Delhi,Delhi,110001,India,LTY-000525,Bronze,1903,1/27/2021,New,3L-6L,4,0,0,0,1,7/28/2024 0:00,,7/28/2024 9:00,7/24/2025 0:00
526,CUST-000526,Arjun,Reddy,Arjun Reddy,Male,9/9/1998,25-34,arjun.reddy36@example.com,-193596,-108385,"956, Main St",Sector 2,Bengaluru,Karnataka,560001,India,LTY-000526,Bronze,1027,6/10/2023,Occasional,>20L,4,1,0,1,1,11/28/2024 0:00,,11/28/2024 10:00,4/28/2025 0:00
527,CUST-000527,Kavya,Agarwal,Kavya Agarwal,Female,2/19/1964,55-64,kavya.agarwal38@example.com,-106068,-128748,"938, Main St",Opp. Park,Surat,Gujarat,395003,India,LTY-000527,Bronze,1348,9/19/2021,Regular,6L-10L,3,1,0,1,1,11/29/2023 0:00,,11/29/2023 12:00,9/6/2024 0:00
1099,CUST-000527,Kavya,Agarwal,Kavya Agarwal,Female,2/19/1964,55-64,kavya.agarwal38@example.com,-106068,-128748,"536, Lake View Rd",Opp. School,Nagpur,Maharashtra,440001,India,LTY-000527,Bronze,1604,9/19/2021,Regular,6L-10L,3,1,0,1,0,1/1/2021 0:00,7/25/2023 0:00,1/1/2021 17:00,7/25/2023 4:00
528,CUST-000528,Rohan,Gupta,Rohan Gupta,Male,9/20/1980,45-54,rohan.gupta70@example.com,-159177,-101540,"378, Main St",Near Mall,Patna,Bihar,800001,India,LTY-000528,Bronze,361,10/9/2023,New,6L-10L,6,0,0,1,1,12/24/2022 0:00,,12/24/2022 5:00,7/30/2023 0:00
529,CUST-000529,Sophia,Smith,Sophia Smith,Female,12/29/1984,35-44,sophia.smith61@example.com,-10642,-5065,"236, Main St",Opp. Park,San Francisco,California,94102,USA,LTY-000529,Silver,4338,8/21/2025,New,6L-10L,6,0,0,1,1,9/17/2023 0:00,,9/17/2023 14:00,5/8/2024 0:00
530,CUST-000530,Priya,Sharma,Priya Sharma,Female,8/5/1993,25-34,priya.sharma99@example.com,-156581,-121064,"318, Main St",Near Mall,Ranchi,Jharkhand,834001,India,LTY-000530,Silver,4983,7/21/2024,Occasional,<3L,6,1,1,0,1,3/22/2024 0:00,,3/22/2024 16:00,12/28/2024 0:00
531,CUST-000531,Ananya,Iyer,Ananya Iyer,Female,3/12/1996,25-34,ananya.iyer99@example.com,-123759,-101462,"200, Main St",Sector 10,Jaipur,Rajasthan,302001,India,LTY-000531,Gold,12108,12/23/2025,Regular,10L-20L,2,1,0,0,1,10/10/2021 0:00,,10/10/2021 11:00,7/21/2022 0:00
532,CUST-000532,Sophia,Johnson,Sophia Johnson,Female,2/6/1965,55-64,sophia.johnson20@example.com,-679021,-720098,"337, Ring Rd",Opp. Park,London,England,SW1A,UK,LTY-000532,Bronze,1727,2/8/2021,Regular,3L-6L,1,1,0,0,1,4/20/2023 0:00,,4/20/2023 15:00,6/21/2023 0:00
533,CUST-000533,Isha,Kapoor,Isha Kapoor,Female,9/27/1963,55-64,isha.kapoor35@example.com,-136523,-175481,"131, Ring Rd",Block A,New Delhi,Delhi,110001,India,LTY-000533,Bronze,288,11/19/2024,Regular,6L-10L,5,1,0,0,1,1/20/2023 0:00,,1/20/2023 17:00,9/22/2023 0:00
534,CUST-000534,Amit,Gupta,Amit Gupta,Male,9/24/1977,45-54,amit.gupta43@example.com,-144911,-129090,"603, MG Road",Sector 19,Nagpur,Maharashtra,440001,India,LTY-000534,Gold,12278,4/14/2021,VIP,3L-6L,4,1,1,1,1,9/14/2023 0:00,,9/14/2023 15:00,10/26/2023 0:00
535,CUST-000535,Amit,Patel,Amit Patel,Male,8/13/2003,18-24,amit.patel76@example.com,-97658,-118734,"366, Ring Rd",Block A,Bengaluru,Karnataka,560001,India,LTY-000535,Gold,12166,4/19/2023,New,3L-6L,3,0,0,0,1,8/30/2022 0:00,,8/30/2022 19:00,4/28/2023 0:00
1176,CUST-000535,Amit,Patel,Amit Patel,Male,8/13/2003,18-24,amit.patel76@example.com,-97658,-118734,"746, Hill Rd",Opp. School,Guwahati,Assam,781001,India,LTY-000535,Bronze,762,4/19/2023,Occasional,3L-6L,3,0,0,0,0,1/1/2021 0:00,1/11/2022 0:00,1/1/2021 22:00,1/11/2022 20:00
536,CUST-000536,Kabir,Gupta,Kabir Gupta,Male,11/19/1966,55-64,kabir.gupta60@example.com,-145007,-113662,"482, Park St",Sector 24,Ahmedabad,Gujarat,380001,India,LTY-000536,Bronze,88,8/26/2023,Regular,6L-10L,4,1,1,0,1,10/28/2025 0:00,,10/28/2025 3:00,5/7/2026 0:00
537,CUST-000537,Rina,Agarwal,Rina Agarwal,Female,4/2/1996,25-34,rina.agarwal55@example.com,-151605,-158690,"807, Main St",Near Mall,Guwahati,Assam,781001,India,LTY-000537,Bronze,13,6/30/2025,Occasional,6L-10L,6,1,0,0,1,3/24/2023 0:00,,3/24/2023 18:00,8/28/2023 0:00
538,CUST-000538,Ananya,Shah,Ananya Shah,Female,3/27/1971,45-54,ananya.shah58@example.com,-148263,-116231,"655, Park St",Opp. Park,Bhubaneswar,Odisha,751001,India,LTY-000538,Gold,12573,4/15/2025,Regular,6L-10L,4,1,1,1,1,12/25/2021 0:00,,12/25/2021 8:00,8/16/2022 0:00
539,CUST-000539,Karan,Khanna,Karan Khanna,Male,4/29/1968,55-64,karan.khanna54@example.com,-109334,-151361,"280, Main St",Sector 49,Kochi,Kerala,682001,India,LTY-000539,Bronze,590,3/16/2025,VIP,<3L,5,1,0,0,1,3/2/2023 0:00,,3/2/2023 22:00,12/28/2023 0:00
540,CUST-000540,Anita,Reddy,Anita Reddy,Female,5/18/1964,55-64,anita.reddy66@example.com,-145629,-136585,"938, Station Rd",Sector 21,Jaipur,Rajasthan,302001,India,LTY-000540,Bronze,506,1/31/2023,New,6L-10L,3,1,0,0,1,6/6/2021 0:00,,6/6/2021 10:00,7/17/2021 0:00
541,CUST-000541,Anita,Khanna,Anita Khanna,Female,11/4/2004,18-24,anita.khanna23@example.com,-156495,-106475,"59, MG Road",Sector 45,Noida,Uttar Pradesh,201301,India,LTY-000541,Platinum,11964,3/24/2022,VIP,>20L,4,1,0,1,1,10/25/2021 0:00,,10/25/2021 20:00,7/14/2022 0:00
1147,CUST-000541,Anita,Khanna,Anita Khanna,Female,11/4/2004,18-24,anita.khanna23@example.com,-156495,-106475,"245, Temple St",Opp. School,Hyderabad,Telangana,500001,India,LTY-000541,Silver,1631,3/24/2022,Regular,>20L,4,1,0,1,0,1/1/2021 0:00,4/6/2021 0:00,1/1/2021 13:00,4/6/2021 19:00
542,CUST-000542,Rina,Mehta,Rina Mehta,Female,11/20/1978,45-54,rina.mehta5@example.com,-128207,-156639,"655, Park St",Block A,Gurgaon,Haryana,122001,India,LTY-000542,Bronze,1260,5/25/2022,Regular,Unknown,1,0,1,0,1,2/6/2021 0:00,,2/6/2021 21:00,1/24/2022 0:00
543,CUST-000543,Rohan,Agarwal,Rohan Agarwal,Male,2/8/1980,45-54,rohan.agarwal18@example.com,-130157,-140127,"983, MG Road",Opp. Park,Ahmedabad,Gujarat,380001,India,LTY-000543,Bronze,302,3/13/2023,VIP,6L-10L,2,1,1,0,1,1/23/2023 0:00,,1/23/2023 7:00,6/15/2023 0:00
544,CUST-000544,Anita,Patel,Anita Patel,Female,4/15/1962,55-64,anita.patel97@example.com,-176760,-163630,"4, Main St",Opp. Park,Pune,Maharashtra,411001,India,LTY-000544,Platinum,15790,9/2/2023,Regular,>20L,3,1,0,0,1,5/9/2025 0:00,,5/9/2025 10:00,3/11/2026 0:00
545,CUST-000545,Isha,Mehta,Isha Mehta,Female,8/12/1959,65+,isha.mehta63@example.com,-157013,-183615,"285, Park St",Near Mall,Hyderabad,Telangana,500001,India,LTY-000545,Bronze,589,1/31/2023,Occasional,>20L,1,0,1,1,1,11/13/2023 0:00,,11/13/2023 12:00,3/13/2024 0:00
546,CUST-000546,Vikram,Gupta,Vikram Gupta,Male,3/26/2007,18-24,vikram.gupta27@example.com,-176416,-130339,"526, Main St",Near Mall,Ranchi,Jharkhand,834001,India,LTY-000546,Bronze,250,9/1/2021,Regular,3L-6L,5,1,1,1,1,12/27/2023 0:00,,12/27/2023 12:00,10/8/2024 0:00
1090,CUST-000546,Vikram,Gupta,Vikram Gupta,Male,3/26/2007,18-24,vikram.gupta27@example.com,-176416,-130339,"581, Hill Rd",Opp. School,Guwahati,Assam,781001,India,LTY-000546,Bronze,1351,9/1/2021,VIP,3L-6L,5,1,1,1,0,7/30/2021 0:00,4/15/2023 0:00,7/30/2021 13:00,4/15/2023 17:00
547,CUST-000547,Raghav,Khanna,Raghav Khanna,Male,12/22/1978,45-54,raghav.khanna15@example.com,-144737,-155655,"26, Station Rd",Sector 38,Kochi,Kerala,682001,India,LTY-000547,Bronze,1919,10/26/2023,Regular,6L-10L,5,1,1,0,1,12/28/2023 0:00,,12/28/2023 20:00,12/20/2024 0:00
548,CUST-000548,Neha,Shah,Neha Shah,Female,4/19/1970,55-64,neha.shah64@example.com,-177368,-110076,"848, MG Road",Block C,Nagpur,Maharashtra,440001,India,LTY-000548,Bronze,1471,8/31/2023,Regular,3L-6L,5,1,0,1,1,8/13/2024 0:00,,8/13/2024 13:00,2/1/2025 0:00
549,CUST-000549,Karan,Reddy,Karan Reddy,Male,11/19/1966,55-64,karan.reddy6@example.com,-142596,-171344,"247, Ring Rd",Opp. Park,Noida,Uttar Pradesh,201301,India,LTY-000549,Bronze,585,5/4/2021,Occasional,Unknown,5,0,0,1,1,10/15/2022 0:00,,10/15/2022 8:00,12/30/2022 0:00
550,CUST-000550,Neha,Nair,Neha Nair,Female,4/21/1976,45-54,neha.nair41@example.com,-96124,-153080,"278, Main St",Near Mall,Guwahati,Assam,781001,India,LTY-000550,Bronze,303,1/29/2024,Occasional,Unknown,3,1,0,1,1,11/6/2024 0:00,,11/6/2024 8:00,2/27/2025 0:00
1041,CUST-000550,Neha,Nair,Neha Nair,Female,4/21/1976,45-54,neha.nair41@example.com,-96124,-153080,"259, Lake View Rd",Opp. School,Patna,Bihar,800001,India,LTY-000550,Bronze,1575,1/29/2024,VIP,Unknown,3,1,0,1,0,5/27/2022 0:00,12/13/2023 0:00,5/27/2022 23:00,12/13/2023 14:00
551,CUST-000551,Neha,Kapoor,Neha Kapoor,Female,4/2/1970,55-64,neha.kapoor39@example.com,-144853,-114191,"434, Station Rd",Block B,Gurgaon,Haryana,122001,India,LTY-000551,Bronze,1570,12/20/2024,Regular,6L-10L,5,1,1,1,1,10/27/2025 0:00,,10/27/2025 0:00,9/3/2026 0:00
552,CUST-000552,Aisha,Agarwal,Aisha Agarwal,Female,4/18/1961,55-64,aisha.agarwal82@example.com,-178079,-93762,"918, MG Road",Block A,Noida,Uttar Pradesh,201301,India,LTY-000552,Silver,1396,12/12/2023,Regular,Unknown,6,1,1,0,1,10/12/2021 0:00,,10/12/2021 16:00,1/12/2022 0:00
1188,CUST-000552,Aisha,Agarwal,Aisha Agarwal,Female,4/18/1961,55-64,aisha.agarwal82@example.com,-178079,-93762,"939, Lake View Rd",Sector 22,Lucknow,Uttar Pradesh,226001,India,LTY-000552,Silver,1317,12/12/2023,New,Unknown,6,1,1,0,0,1/1/2021 0:00,8/10/2021 0:00,1/1/2021 3:00,8/10/2021 9:00
